High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;Less than 25;Male;African-American;5;0;M;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;1;F;1;0;0;51
High;28;25 - 45;Male;Caucasian;4;-95;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;1;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;1;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;8;1;F;0;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;4;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;Greater than 45;Male;African-American;5;0;F;0;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;22;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;1;M;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;Greater than 45;Male;African-American;5;0;F;0;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;28;25 - 45;Male;African-American;5;0;F;1;0;0;51
High;22;25 - 45;Male;African-American;5;0;F;1;0;0;51
